GISJOIN_proj,data_yr,pop,pop_white,pop_black,pop_indigenous,pop_asian,pop_other,pop_latino,Area,group_id
G21011100110062,1990,987,895,77,4,7,0,4,Local Area,G21011100110062
G21011100110062,2010,1154,906,165,0,0,5,78,Local Area,G21011100110062
G21011100110062,2020,999,424,478,0,83,0,14,Local Area,G21011100110062
G21011100110071,1990,1683,790,846,4,16,8,19,Local Area,G21011100110071
G21011100110071,2010,1504,495,624,0,0,71,314,Local Area,G21011100110071
G21011100110071,2020,1444,557,801,0,0,29,57,Local Area,G21011100110071
G21011100110072,1990,1233,495,701,2,12,7,16,Local Area,G21011100110072
G21011100110072,2010,1049,243,496,0,0,59,251,Local Area,G21011100110072
G21011100110072,2020,1800,613,968,0,36,32,151,Local Area,G21011100110072
G21011100111091,1990,1530,1307,201,2,12,1,7,Local Area,G21011100111091
G21011100111091,2010,1242,1072,127,0,0,0,43,Local Area,G21011100111091
G21011100111091,2020,1239,948,214,0,32,35,10,Local Area,G21011100111091
G21011100111092,1990,1001,883,90,2,10,2,14,Local Area,G21011100111092
G21011100111092,2010,843,611,185,0,0,47,0,Local Area,G21011100111092
G21011100111092,2020,1464,767,519,0,21,83,74,Local Area,G21011100111092
G21011100111121,1990,598,530,56,0,3,0,9,Local Area,G21011100111121
G21011100111121,2010,1428,1335,36,0,32,0,25,Local Area,G21011100111121
G21011100111121,2020,1752,1218,365,0,68,45,56,Local Area,G21011100111121
G21011100111122,1990,1062,931,105,0,14,0,12,Local Area,G21011100111122
G21011100111122,2010,1827,1132,546,0,104,0,45,Local Area,G21011100111122
G21011100111122,2020,1793,1407,255,0,0,47,84,Local Area,G21011100111122
G21011100111131,1990,408,372,26,0,5,0,4,Local Area,G21011100111131
G21011100111131,2010,1099,797,192,0,90,6,14,Local Area,G21011100111131
G21011100111131,2020,1274,943,149,0,157,18,7,Local Area,G21011100111131
G21011100111132,1990,557,508,36,1,7,0,6,Local Area,G21011100111132
G21011100111132,2010,1501,1088,262,0,122,9,20,Local Area,G21011100111132
G21011100111132,2020,1522,1197,296,0,1,28,0,Local Area,G21011100111132
G21011100111151,1990,1723,1657,46,1,12,1,5,Local Area,G21011100111151
G21011100111151,2010,1719,1456,44,0,0,0,219,Local Area,G21011100111151
G21011100111151,2020,2362,2057,231,0,9,36,29,Local Area,G21011100111151
G21011100111152,1990,1370,1357,6,3,0,0,5,Local Area,G21011100111152
G21011100111152,2010,1512,1272,121,0,0,7,112,Local Area,G21011100111152
G21011100111152,2020,1358,813,25,0,13,22,485,Local Area,G21011100111152
G21011100112011,1990,1446,1118,306,5,9,0,9,Local Area,G21011100112011
G21011100112011,2010,1388,700,443,0,52,28,165,Local Area,G21011100112011
G21011100112011,2020,1862,1181,310,0,32,164,175,Local Area,G21011100112011
G21011100113011,1990,1015,926,61,1,24,0,3,Local Area,G21011100113011
G21011100113011,2010,1153,718,140,6,0,41,248,Local Area,G21011100113011
G21011100113011,2020,736,314,238,2,0,21,161,Local Area,G21011100113011
G21011100113012,1990,1731,259,1457,1,4,3,7,Local Area,G21011100113012
G21011100113012,2010,1273,50,1223,0,0,0,0,Local Area,G21011100113012
G21011100113012,2020,1180,181,805,0,52,42,100,Local Area,G21011100113012
G21011100114031,1990,1094,1069,4,7,7,0,7,Local Area,G21011100114031
G21011100114031,2010,786,761,0,0,0,25,0,Local Area,G21011100114031
G21011100114031,2020,868,717,78,0,0,16,57,Local Area,G21011100114031
G21011100114032,1990,1017,1012,2,0,1,0,2,Local Area,G21011100114032
G21011100114032,2010,928,854,21,0,0,17,36,Local Area,G21011100114032
G21011100114032,2020,609,463,18,0,0,9,119,Local Area,G21011100114032
G21011100114041,1990,1583,1170,393,1,11,1,8,Local Area,G21011100114041
G21011100114041,2010,1647,407,596,7,32,175,430,Local Area,G21011100114041
G21011100114041,2020,2017,172,757,0,0,19,1069,Local Area,G21011100114041
G21011100114042,1990,1556,1141,389,2,1,8,14,Local Area,G21011100114042
G21011100114042,2010,1364,904,330,0,9,71,50,Local Area,G21011100114042
G21011100114042,2020,2434,1256,322,0,2,11,843,Local Area,G21011100114042
G21011100115141,1990,918,862,44,1,10,0,1,Local Area,G21011100115141
G21011100115141,2010,1628,1221,354,0,53,0,0,Local Area,G21011100115141
G21011100115141,2020,1942,1171,290,0,41,298,142,Local Area,G21011100115141
G21011100115142,1990,1081,1020,56,0,4,0,1,Local Area,G21011100115142
G21011100115142,2010,1579,1246,266,0,55,7,5,Local Area,G21011100115142
G21011100115142,2020,2158,1773,53,5,36,131,160,Local Area,G21011100115142
G21011100115161,1990,119,116,0,0,1,0,2,Local Area,G21011100115161
G21011100115161,2010,2027,1819,137,0,0,24,47,Local Area,G21011100115161
G21011100115161,2020,2029,1444,292,0,136,43,114,Local Area,G21011100115161
G21011100115162,1990,662,644,13,0,1,0,4,Local Area,G21011100115162
G21011100115162,2010,738,683,48,0,0,4,4,Local Area,G21011100115162
G21011100115162,2020,403,319,69,0,0,9,6,Local Area,G21011100115162
G21011100115163,1990,1164,1132,22,1,3,0,6,Local Area,G21011100115163
G21011100115163,2010,1298,1199,83,0,0,7,8,Local Area,G21011100115163
G21011100115163,2020,1429,1079,115,0,144,32,59,Local Area,G21011100115163
G21011100115181,1990,198,198,0,0,0,0,0,Local Area,G21011100115181
G21011100115181,2010,2516,2197,118,0,39,39,123,Local Area,G21011100115181
G21011100115181,2020,2050,1805,169,0,13,53,10,Local Area,G21011100115181
G21011100115221,1990,1191,867,318,1,1,0,4,Local Area,G21011100115221
G21011100115221,2010,1629,893,387,0,0,0,350,Local Area,G21011100115221
G21011100115221,2020,1473,880,292,0,0,187,114,Local Area,G21011100115221
G21011100115222,1990,1128,1106,9,0,7,0,6,Local Area,G21011100115222
G21011100115222,2010,1312,1075,131,0,0,104,2,Local Area,G21011100115222
G21011100115222,2020,1044,858,25,0,1,98,62,Local Area,G21011100115222
G21011100116031,1990,164,164,0,0,0,0,0,Local Area,G21011100116031
G21011100116031,2010,2376,2289,46,0,0,17,24,Local Area,G21011100116031
G21011100116031,2020,2687,2100,181,0,8,28,370,Local Area,G21011100116031
G21011100116032,1990,583,578,1,4,0,0,0,Local Area,G21011100116032
G21011100116032,2010,1201,1126,7,0,0,52,16,Local Area,G21011100116032
G21011100116032,2020,1468,1428,0,0,19,21,0,Local Area,G21011100116032
G21011100116033,1990,434,432,0,0,2,0,0,Local Area,G21011100116033
G21011100116033,2010,586,586,0,0,0,0,0,Local Area,G21011100116033
G21011100116033,2020,895,571,186,0,112,26,0,Local Area,G21011100116033
G21011100116041,1990,674,668,5,0,0,0,1,Local Area,G21011100116041
G21011100116041,2010,1470,1409,0,0,0,9,52,Local Area,G21011100116041
G21011100116041,2020,1115,1099,0,8,0,8,0,Local Area,G21011100116041
G21011100116042,1990,931,927,4,0,0,0,0,Local Area,G21011100116042
G21011100116042,2010,1110,1028,82,0,0,0,0,Local Area,G21011100116042
G21011100116042,2020,1225,992,172,2,0,33,26,Local Area,G21011100116042
G21011100116061,1990,594,574,16,2,1,1,0,Local Area,G21011100116061
G21011100116061,2010,1225,1170,55,0,0,0,0,Local Area,G21011100116061
G21011100116061,2020,1521,1408,48,2,50,13,0,Local Area,G21011100116061
G21011100117101,1990,862,860,1,0,0,0,1,Local Area,G21011100117101
G21011100117101,2010,1117,976,134,0,0,0,7,Local Area,G21011100117101
G21011100117101,2020,1663,890,376,0,0,100,297,Local Area,G21011100117101
G21011100117102,1990,828,792,17,7,0,1,11,Local Area,G21011100117102
G21011100117102,2010,1791,1486,247,0,15,28,15,Local Area,G21011100117102
G21011100117102,2020,1645,1062,207,0,0,17,359,Local Area,G21011100117102
G21011100118001,1990,2510,2442,29,3,25,0,11,Local Area,G21011100118001
G21011100118001,2010,1826,1344,251,0,65,60,106,Local Area,G21011100118001
G21011100118001,2020,1588,896,438,0,0,10,244,Local Area,G21011100118001
G21011100118002,1990,2347,2241,65,3,22,0,17,Local Area,G21011100118002
G21011100118002,2010,958,514,259,0,6,47,132,Local Area,G21011100118002
G21011100118002,2020,735,299,264,0,0,34,138,Local Area,G21011100118002
G21011100119011,1990,3782,3720,21,5,10,0,26,Local Area,G21011100119011
G21011100119011,2010,1237,463,0,0,0,19,755,Local Area,G21011100119011
G21011100119011,2020,1778,520,84,0,0,0,1174,Local Area,G21011100119011
G21011100119041,1990,1311,1284,15,2,5,0,5,Local Area,G21011100119041
G21011100119041,2010,1372,968,63,0,0,156,185,Local Area,G21011100119041
G21011100119041,2020,1082,375,155,5,12,44,491,Local Area,G21011100119041
G21011100119042,1990,1739,1632,87,1,14,0,5,Local Area,G21011100119042
G21011100119042,2010,1468,1028,119,0,0,37,284,Local Area,G21011100119042
G21011100119042,2020,1628,799,423,0,4,0,402,Local Area,G21011100119042
G21011100119061,1990,1859,1607,219,6,10,0,17,Local Area,G21011100119061
G21011100119061,2010,1389,499,396,0,18,22,454,Local Area,G21011100119061
G21011100119061,2020,1864,396,1004,0,0,32,432,Local Area,G21011100119061
G21011100119062,1990,1877,1781,78,1,7,0,10,Local Area,G21011100119062
G21011100119062,2010,1732,937,185,0,17,77,516,Local Area,G21011100119062
G21011100119062,2020,2649,1318,602,0,14,80,635,Local Area,G21011100119062
G21011100119081,1990,1245,1178,39,6,13,0,9,Local Area,G21011100119081
G21011100119081,2010,1919,1267,386,0,24,140,101,Local Area,G21011100119081
G21011100119081,2020,1130,207,633,0,0,44,246,Local Area,G21011100119081
G21011100119082,1990,1246,1179,39,6,13,0,9,Local Area,G21011100119082
G21011100119082,2010,1921,1269,387,0,25,140,101,Local Area,G21011100119082
G21011100119082,2020,2450,1050,844,0,14,217,325,Local Area,G21011100119082
G21011100119091,1990,2319,2287,22,6,1,2,1,Local Area,G21011100119091
G21011100119091,2010,2095,1201,183,0,449,65,197,Local Area,G21011100119091
G21011100119091,2020,1573,950,82,12,54,40,435,Local Area,G21011100119091
G21011100119092,1990,1786,1720,45,8,9,1,3,Local Area,G21011100119092
G21011100119092,2010,1893,1563,38,0,0,163,129,Local Area,G21011100119092
G21011100119092,2020,1831,857,369,0,32,18,555,Local Area,G21011100119092
G21011100120011,1990,1946,1926,3,10,1,0,6,Local Area,G21011100120011
G21011100120011,2010,1839,1780,14,9,0,8,28,Local Area,G21011100120011
G21011100120011,2020,2256,2035,2,0,0,50,169,Local Area,G21011100120011
G21011100120012,1990,1409,1387,2,5,0,0,15,Local Area,G21011100120012
G21011100120012,2010,1629,1588,0,0,8,6,27,Local Area,G21011100120012
G21011100120012,2020,1507,1278,0,0,0,0,229,Local Area,G21011100120012
G21011100120041,1990,1083,1052,12,2,8,1,9,Local Area,G21011100120041
G21011100120041,2010,1060,777,0,0,0,0,283,Local Area,G21011100120041
G21011100120041,2020,1085,332,41,0,0,17,695,Local Area,G21011100120041
G21011100120042,1990,984,956,11,2,7,0,8,Local Area,G21011100120042
G21011100120042,2010,963,706,0,0,0,0,257,Local Area,G21011100120042
G21011100120042,2020,778,597,0,0,0,19,162,Local Area,G21011100120042
G21011100120051,1990,797,772,12,2,5,2,4,Local Area,G21011100120051
G21011100120051,2010,1856,1649,30,0,25,151,1,Local Area,G21011100120051
G21011100120051,2020,2060,1234,159,0,0,125,542,Local Area,G21011100120051
G21011100120052,1990,1574,1561,2,1,6,0,3,Local Area,G21011100120052
G21011100120052,2010,2009,1845,2,0,1,154,7,Local Area,G21011100120052
G21011100120052,2020,2043,1954,0,0,0,0,89,Local Area,G21011100120052
G21011100121071,1990,2186,2088,64,3,10,0,21,Local Area,G21011100121071
G21011100121071,2010,2733,2564,9,0,0,0,160,Local Area,G21011100121071
G21011100121071,2020,2851,2330,173,1,0,57,290,Local Area,G21011100121071
G21011100121072,1990,799,767,19,0,2,0,11,Local Area,G21011100121072
G21011100121072,2010,799,785,0,0,14,0,0,Local Area,G21011100121072
G21011100121072,2020,891,891,0,0,0,0,0,Local Area,G21011100121072
G21011100121073,1990,996,989,5,1,0,0,1,Local Area,G21011100121073
G21011100121073,2010,918,918,0,0,0,0,0,Local Area,G21011100121073
G21011100121073,2020,439,435,0,0,0,4,0,Local Area,G21011100121073
G21011100121074,1990,739,716,14,2,1,0,6,Local Area,G21011100121074
G21011100121074,2010,1019,913,8,0,0,0,98,Local Area,G21011100121074
G21011100121074,2020,1243,883,0,0,0,7,353,Local Area,G21011100121074
G21011100121081,1990,1676,1652,10,0,4,0,10,Local Area,G21011100121081
G21011100121081,2010,2027,1959,38,14,0,10,6,Local Area,G21011100121081
G21011100121081,2020,1717,1492,26,0,44,103,52,Local Area,G21011100121081
G21011100122051,1990,1511,1445,58,0,5,0,2,Local Area,G21011100122051
G21011100122051,2010,1516,1070,183,27,31,195,10,Local Area,G21011100122051
G21011100122051,2020,1847,1158,376,0,82,189,42,Local Area,G21011100122051
G21011100122061,1990,1443,1407,29,0,4,0,3,Local Area,G21011100122061
G21011100122061,2010,1528,1049,281,0,94,0,104,Local Area,G21011100122061
G21011100122061,2020,1104,522,226,0,17,50,289,Local Area,G21011100122061
G21011100122062,1990,740,735,2,0,0,0,3,Local Area,G21011100122062
G21011100122062,2010,765,501,94,0,0,0,170,Local Area,G21011100122062
G21011100122062,2020,286,286,0,0,0,0,0,Local Area,G21011100122062
G21011100122063,1990,1721,1690,6,4,13,0,8,Local Area,G21011100122063
G21011100122063,2010,1243,917,290,0,13,23,0,Local Area,G21011100122063
G21011100122063,2020,3220,2184,295,4,527,210,0,Local Area,G21011100122063
G21011100122064,1990,588,550,33,0,4,0,1,Local Area,G21011100122064
G21011100122064,2010,1059,799,187,0,44,15,14,Local Area,G21011100122064
G21011100122064,2020,698,166,94,0,196,242,0,Local Area,G21011100122064
G21011100124091,1990,1168,1153,5,4,2,0,4,Local Area,G21011100124091
G21011100124091,2010,1220,845,315,0,0,0,60,Local Area,G21011100124091
G21011100124091,2020,967,764,77,0,0,9,117,Local Area,G21011100124091
G21011100124092,1990,1554,1525,8,3,2,0,16,Local Area,G21011100124092
G21011100124092,2010,1300,1139,98,0,0,63,0,Local Area,G21011100124092
G21011100124092,2020,1722,1115,64,0,0,69,474,Local Area,G21011100124092
G21011100124093,1990,1067,1042,9,3,1,3,9,Local Area,G21011100124093
G21011100124093,2010,934,918,0,0,0,0,16,Local Area,G21011100124093
G21011100124093,2020,714,535,40,0,0,0,139,Local Area,G21011100124093
G21011100124101,1990,1096,1087,6,0,2,0,1,Local Area,G21011100124101
G21011100124101,2010,2459,1973,449,0,0,31,6,Local Area,G21011100124101
G21011100124101,2020,3361,2175,1145,0,0,12,29,Local Area,G21011100124101
G21011100124102,1990,922,913,4,1,0,0,4,Local Area,G21011100124102
G21011100124102,2010,1933,1332,589,0,0,0,12,Local Area,G21011100124102
G21011100124102,2020,1228,727,247,0,0,24,230,Local Area,G21011100124102
G21011100124121,1990,1622,1583,18,1,9,0,10,Local Area,G21011100124121
G21011100124121,2010,1956,1643,313,0,0,0,0,Local Area,G21011100124121
G21011100124121,2020,1598,1032,301,0,144,15,106,Local Area,G21011100124121
G21011100124122,1990,1231,1212,5,3,1,0,10,Local Area,G21011100124122
G21011100124122,2010,2021,1676,309,0,0,0,36,Local Area,G21011100124122
G21011100124122,2020,1340,706,515,0,0,85,34,Local Area,G21011100124122
G21011100124131,1990,1209,1193,5,0,1,0,10,Local Area,G21011100124131
G21011100124131,2010,1799,1371,428,0,0,0,0,Local Area,G21011100124131
G21011100124131,2020,1479,1160,214,0,0,92,13,Local Area,G21011100124131
G21011100124132,1990,1652,1625,21,3,1,0,2,Local Area,G21011100124132
G21011100124132,2010,1249,947,279,0,0,23,0,Local Area,G21011100124132
G21011100124132,2020,2432,1880,457,0,0,65,30,Local Area,G21011100124132
G21011100125011,1990,711,543,158,1,1,1,7,Local Area,G21011100125011
G21011100125011,2010,669,445,189,0,6,29,0,Local Area,G21011100125011
G21011100125011,2020,545,134,339,0,0,72,0,Local Area,G21011100125011
G21011100125012,1990,1690,1584,85,2,9,0,10,Local Area,G21011100125012
G21011100125012,2010,1611,1189,352,0,50,14,6,Local Area,G21011100125012
G21011100125012,2020,1637,945,624,0,0,53,15,Local Area,G21011100125012
G21011100126031,1990,1028,998,27,0,3,0,0,Local Area,G21011100126031
G21011100126031,2010,1128,609,468,9,0,42,0,Local Area,G21011100126031
G21011100126031,2020,1306,489,483,6,0,199,129,Local Area,G21011100126031
G21011100126032,1990,1515,1451,53,1,1,0,9,Local Area,G21011100126032
G21011100126032,2010,1372,538,661,0,0,164,9,Local Area,G21011100126032
G21011100126032,2020,2144,846,1057,0,0,28,213,Local Area,G21011100126032
G21011100126051,1990,1517,1395,109,1,6,0,6,Local Area,G21011100126051
G21011100126051,2010,2176,411,1456,0,48,81,180,Local Area,G21011100126051
G21011100126051,2020,1930,318,1528,0,0,23,61,Local Area,G21011100126051
G21011100126052,1990,857,664,182,1,6,0,4,Local Area,G21011100126052
G21011100126052,2010,768,338,431,0,0,0,0,Local Area,G21011100126052
G21011100126052,2020,877,130,747,0,0,0,0,Local Area,G21011100126052
G21011100126053,1990,881,682,187,2,6,0,4,Local Area,G21011100126053
G21011100126053,2010,790,347,442,0,0,0,0,Local Area,G21011100126053
G21011100126053,2020,513,31,480,0,0,2,0,Local Area,G21011100126053
G21011100127011,1990,3769,2065,1678,4,4,8,10,Local Area,G21011100127011
G21011100127011,2010,2500,1307,1084,0,0,57,52,Local Area,G21011100127011
G21011100127011,2020,3671,937,2398,0,0,24,312,Local Area,G21011100127011
G21011100127012,1990,1205,190,999,5,0,5,6,Local Area,G21011100127012
G21011100127012,2010,886,134,723,0,0,17,12,Local Area,G21011100127012
G21011100127012,2020,537,94,442,0,0,1,0,Local Area,G21011100127012
G21011100127021,1990,1295,1222,62,4,0,0,7,Local Area,G21011100127021
G21011100127021,2010,917,813,104,0,0,0,0,Local Area,G21011100127021
G21011100127021,2020,1641,815,574,0,0,123,129,Local Area,G21011100127021
G21011100127022,1990,1157,1130,25,1,1,0,0,Local Area,G21011100127022
G21011100127022,2010,946,803,103,0,0,26,14,Local Area,G21011100127022
G21011100127022,2020,572,527,8,0,0,0,37,Local Area,G21011100127022
G21011100128011,1990,1516,702,797,0,0,0,17,Local Area,G21011100128011
G21011100128011,2010,1691,494,1165,0,0,32,0,Local Area,G21011100128011
G21011100128011,2020,990,136,854,0,0,0,0,Local Area,G21011100128011
G21011100128012,1990,2242,267,1960,1,3,0,11,Local Area,G21011100128012
G21011100128012,2010,1722,27,1664,0,0,31,0,Local Area,G21011100128012
G21011100128012,2020,1642,200,1387,11,9,10,25,Local Area,G21011100128012
G21011100131001,1990,1242,1225,6,0,8,0,2,Local Area,G21011100131001
G21011100131001,2010,1184,1119,8,3,35,11,8,Local Area,G21011100131001
G21011100131001,2020,1077,1001,7,0,3,25,41,Local Area,G21011100131001
,1990,5386,5217,90,9,30,1,39,,Airport
,2010,2876,1486,300,0,255,69,766,,Airport
,2020,3331,1212,287,0,226,17,1589,,Airport
,1990,64927,49027,14858,89,485,60,409,,Central Bardstown
,2010,76729,49842,19556,66,1241,1974,4045,,Central Bardstown
,2020,83273,46082,22466,3,2515,3889,8318,,Central Bardstown
,1990,52013,46783,4586,84,288,17,257,,Central Preston
,2010,54101,34229,10227,60,1200,1942,6442,,Central Preston
,2020,56305,28205,13352,48,468,2145,12087,,Central Preston
,1990,41594,39204,1776,30,263,20,300,,Central Taylorsville
,2010,53683,43109,5576,23,1248,841,2884,,Central Taylorsville
,2020,55699,43032,6186,26,2086,1755,2614,,Central Taylorsville
,1990,11807,4783,6783,28,95,13,105,,Downtown
,2010,12261,4235,7079,19,211,453,264,,Downtown
,2020,13351,5905,5854,36,410,414,732,,Downtown
,1990,36457,35322,523,29,362,8,215,,East Core
,2010,36321,33549,1000,94,728,326,624,,East Core
,2020,35627,31584,1100,15,956,935,1037,,East Core
,1990,63211,58743,2854,54,885,28,647,,East Metro
,2010,77349,63665,5994,168,3504,1288,2730,,East Metro
,2020,80774,63218,6932,47,4233,3363,2981,,East Metro
,1990,50744,45636,3939,76,743,24,322,,Iroquois Park
,2010,52437,34714,8395,118,2877,1740,4592,,Iroquois Park
,2020,52138,27300,11716,22,3366,3051,6683,,Iroquois Park
,1990,20603,19995,337,55,76,10,128,,Jefferson Forest
,2010,21946,19799,286,20,76,517,1249,,Jefferson Forest
,2020,23125,18164,931,1,0,709,3320,,Jefferson Forest
,1990,17345,16808,336,40,76,1,83,,McNeely Lake
,2010,29869,25008,2824,18,258,660,1100,,McNeely Lake
,2020,38463,24368,6149,0,980,1716,5250,,McNeely Lake
,1990,10413,8614,1581,8,96,16,96,,North Floyd's Fork
,2010,34848,25666,4484,3,2120,1008,1565,,North Floyd's Fork
,2020,43704,29912,5221,12,3173,2099,3287,,North Floyd's Fork
,1990,16107,14388,1426,35,123,11,123,,Northeast Core
,2010,15103,12309,1541,7,339,422,486,,Northeast Core
,2020,15809,11608,2188,7,679,525,802,,Northeast Core
,1990,10374,9551,568,7,146,4,96,,Northeast Metro
,2010,17136,14977,552,39,877,231,458,,Northeast Metro
,2020,19449,16759,670,3,990,688,339,,Northeast Metro
,1990,36419,13619,22469,89,34,21,189,,Northwest Core
,2010,32728,9171,22338,24,1,1037,157,,Northwest Core
,2020,27348,7918,18235,6,2,905,282,,Northwest Core
,1990,15324,12126,3044,30,34,15,76,,Riverport
,2010,14879,11173,2951,11,128,437,179,,Riverport
,2020,16250,8938,5126,0,82,898,1206,,Riverport
,1990,5053,4904,96,6,27,1,20,,South Floyd's Fork
,2010,12827,11540,696,0,295,133,163,,South Floyd's Fork
,2020,16702,13673,1209,12,707,255,846,,South Floyd's Fork
,1990,49560,47950,1094,84,145,17,273,,South-Central Dixie
,2010,56762,48103,6446,63,83,817,1250,,South-Central Dixie
,2020,53691,37814,9733,6,495,2296,3347,,South-Central Dixie
,1990,53097,51704,789,69,231,22,282,,Southeast Core
,2010,49629,46010,1336,43,467,752,1021,,Southeast Core
,2020,49171,43826,1545,5,523,1592,1680,,Southeast Core
,1990,45025,35882,8657,60,138,15,274,,Southwest Core
,2010,45787,20761,20471,37,417,1854,2246,,Southwest Core
,2020,42982,15334,22299,35,382,2276,2656,,Southwest Core
,1990,23492,17168,5561,86,318,36,322,,University
,2010,20009,12394,5270,120,724,633,867,,University
,2020,20753,13465,4466,10,396,1334,1082,,University
,1990,34112,2476,31435,48,24,27,101,,West Core
,2010,29297,2832,25385,111,40,691,237,,West Core
,2020,29447,4049,22808,44,138,1673,735,,West Core
